Protein	H1	H2	H3	L1	L2	L3
P04083	2714700000	2849800000	2819900000	4.265e+09	4718100000	4877900000
P04150-9;P04150-2;P04150-6;P04150-8;P04150;P04150-3;P04150-7;P04150-5;F8W959;P04150-10	2660200	967200	0	6628200	5047400	0
P04179;B3KUK2;B4E3K9;F5H4R2;P04179-2;F5GYZ5;F5H3C5	240850000	255670000	205480000	298590000	323140000	344740000
P04181;P04181-2	21293000	25283000	23589000	29695000	32348000	36602000
P04183	21891000	27915000	15444000	22733000	21885000	22791000
P04335	147170000	153530000	160350000	84181000	60979000	64159000
P04425	340850000	304320000	386430000	214330000	193950000	150260000
P04632	110900000	175410000	203080000	211340000	235770000	142400000
P04693	159620000	166460000	159290000	61640000	66506000	65321000
P04792;B4DL87;F8WE04	7.122e+09	5.886e+09	5923100000	8341600000	8669800000	8659300000
P04805	1640900000	2074300000	1827400000	899620000	913120000	838960000
P04818;Q8WYK3;Q8WYK4	13107000	13268000	14676000	19196000	20103000	18589000
P04825	4432900000	4223800000	4880900000	1.965e+09	2234400000	2059700000
P04843;F5H6I5;B7Z4L4;B4DNJ5	1177500000	1206400000	1299100000	1700200000	1708100000	1833700000
P04844-2;P04844;Q5JYR4	144480000	118210000	143250000	195400000	241640000	226030000
P04846	105040000	131190000	116030000	49118000	53423000	61417000
P04951	324890000	271390000	211410000	145750000	119520000	126030000
P04982	120990000	12017000	25040000	30296000	49769000	38970000
P04983	1494700000	1549600000	1472900000	744060000	714180000	717450000
P04994	17094000	9130600	16418000	9517300	2805700	3251700
Q2A0K9;Q2A0L1;Q2A0L0;P04995	26866000	30341000	14797000	12126000	11110000	10133000
P05020	618240000	722250000	598520000	2.21e+08	231270000	221590000
P05026-2;P05026;B7Z9S8;A6NGH2	9927300	11296000	7983700	18148000	18476000	15155000
P05042	419240000	366450000	405540000	153510000	160190000	154260000
P05055	5269700000	5627100000	6589300000	2360900000	2521600000	2402500000
P05089;P05089-2;P05089-3	41480000	3227700	4411900	2781900	5617300	8729900
P05141	648240000	733890000	694620000	979910000	980440000	1037800000
P05161	10739000	8588100	8939400	10865000	18306000	25289000
P05165-2;P05165;C9JPQ8	167720000	0	0	156790000	135410000	137100000
P05194	20486000	20568000	17671000	4594500	11757000	9668300
P05198;H0YJS4;G3V4T5	1642500000	1812400000	1718500000	2986800000	2630600000	3139600000
P05362;E7ESS4	11875000	9573400	12707000	10943000	11063000	14176000
P05386	754310000	970750000	794490000	2305300000	2449900000	2172800000
P05387	1025100000	1.466e+09	954950000	1418900000	1612400000	1584500000
P05388;Q3B7A4;F8VWS0;F8VU65;F8VW21;F8VPE8;G3V210;F8VZS0;F8VQY6;F8VRK7;Q8NHW5;F8VS58	1585400000	1.361e+09	1506900000	2406700000	2001600000	2201800000
P05413	10011000	22491000	0	21885000	12956000	20038000
P05455;E9PFH8;E7ERC4	380940000	448880000	355150000	551840000	681870000	568620000
P05458	47321000	47259000	13220000	9622800	11639000	10899000
P05459	679400000	679900000	649580000	247490000	319100000	263700000
P05523	15105000	16122000	5908900	3409000	5855500	4517300
P05549-5;Q5TAV5;P05549;H7C5E5;C1K3N0;P05549-2	66310000	64418000	41009000	86787000	82808000	77798000
P05556;P05556-2;P05556-5;P05556-4;P05556-3	37469000	39452000	52339000	70072000	79692000	70256000
P05637	24619000	34371000	19621000	7978800	10347000	9199000
P05783;F8VZY9	859660000	863130000	927800000	926200000	1.247e+09	1284600000
P05791	11625000	10236000	4190300	1768200	2384200	2062600
P05793	1.78e+08	160640000	186270000	73564000	100430000	85081000
P05804	2643100000	2613200000	2.739e+09	9.16e+08	1.068e+09	1048600000
P05852	21529000	20001000	17751000	6403400	7759500	7746200
P06129	62912000	63900000	68036000	27608000	21952000	23528000
P06132;Q5T450;H0Y5R6	31565000	59710000	23959000	29438000	44447000	36435000
P06149	567400000	477420000	525690000	183920000	180550000	188550000
P06280	5555600	5802800	5675000	9638200	11353000	8621500
P06493;P06493-2;E5RIU6	501350000	463620000	450120000	741630000	670790000	574870000
P06576;F8VPV9;H0YH81;F8W079	3732500000	4242500000	4032900000	5.438e+09	5.117e+09	5478900000
P06610	3091900000	3196500000	3123600000	1045400000	1452500000	1437800000
P06612	392990000	363580000	370510000	127100000	162470000	156440000
P06703	532560000	417340000	318860000	379790000	525200000	320950000
P06710	30271000	37478000	0	0	0	26271000
P06715	700730000	656380000	631220000	247190000	287860000	300660000
P06720	2822300000	3022400000	2612800000	1241900000	1386900000	1358100000
P06721	16329000	28238000	16876000	0	16247000	8042800
P06733;P06733-2	1.9329e+10	1.9866e+10	1.7144e+10	2.3572e+10	2.3527e+10	2.0564e+10
P06744;P06744-2	6354400000	5825100000	6453800000	8.8e+09	8484100000	9255300000
P06748-2;P06748;P06748-3	3.5814e+10	3.5026e+10	3.5386e+10	4.2486e+10	4.4449e+10	4.4077e+10
Q5VU59;P06753-2;Q5VU66;P06753-3;Q5VU58;Q5VU61;Q5VU72;Q8NAG3;D6R904	1.308e+09	1498200000	1709900000	2013500000	2.103e+09	2351900000
P06959	1.4991e+10	1.6308e+10	1.8219e+10	6.648e+09	7214400000	6.434e+09
P06961	38695000	40864000	17304000	12730000	21144000	13472000
P06983	107990000	100160000	137260000	78156000	47119000	44033000
P06986	74334000	98935000	111010000	32457000	39157000	31182000
P06987	238300000	137770000	179360000	49619000	61765000	27555000
P06988	30687000	42611000	30799000	13788000	15568000	13397000
P06992	25027000	37261000	48586000	14275000	17729000	18579000
P06996;Q1PI90	1036500000	1315900000	1563100000	572730000	644540000	667300000
P06999	2.374e+09	2.331e+09	2771600000	1025200000	1126600000	1286800000
P07001	699670000	661990000	847830000	348760000	338230000	317220000
P07003	4076500000	3471700000	3538800000	1553700000	1672200000	1.506e+09
P07004	599810000	565940000	519370000	226260000	217720000	211080000
P07012	443630000	414810000	396590000	180410000	253880000	313880000
P07014	3055700000	2709300000	2.88e+09	1450900000	1568400000	1472700000
P07024	124350000	144090000	157940000	44268000	42695000	35749000
P07099	198260000	240410000	143960000	230760000	258480000	231080000
P07102	715650000	575990000	823880000	330020000	316600000	287240000
P07108;P07108-3;P07108-2;P07108-4;P07108-5	27765000	31655000	19063000	24407000	36685000	28506000
P07117	26936000	17243000	17821000	6970100	5418600	6120100
P07118	2834200000	2851300000	2904100000	1189900000	1184500000	1196600000
P07195;A8MW50	8997700000	8.384e+09	1.0475e+10	1.1619e+10	1.2459e+10	1.4528e+10
P07203	12456000	11201000	6253300	19702000	17872000	16778000
P07237;E7EPA8;B4DUA5;H7BZ94;I3L2P8;F5H8J2;H0Y3Z3	2439900000	2.599e+09	2534100000	3706600000	3730700000	3628700000
P07339;H7C469;H7C1V0;F8WD96;C9JH19	204340000	221150000	263600000	328810000	275160000	300730000
P07355;P07355-2;H0YN42;H0YMD0;H0YMU9;H0YM50;A6NMY6;H0YKS4;B3KRQ1	3856800000	4072200000	4.459e+09	7139700000	8155700000	7479700000
P07384;H7C5Z3	150570000	179150000	144220000	251720000	251920000	262400000
P07395	1625300000	1737300000	1799300000	771120000	782300000	767330000
P07604	116530000	111590000	112390000	45244000	49839000	45121000
P07639	105430000	124270000	83027000	45309000	40224000	35261000
P07650	1041300000	1100700000	1098900000	424030000	444850000	404750000
P07686;Q5URX0	34182000	33257000	31165000	32133000	53427000	37349000
P07737	7024300000	7018400000	6736900000	1.3505e+10	1.0901e+10	1.1137e+10
P07741;G5E9J2;H3BQF1;H3BQB1;H3BQZ9;H3BSW3	358270000	351100000	440690000	418920000	341790000	407990000
P07762	202270000	230570000	217120000	88328000	94343000	98562000
P07813	7025700000	6710700000	8072500000	3522300000	3.489e+09	3571900000
P07814;F5H7I7;E7EMN0	1.131e+09	1304200000	1250600000	1755600000	1676400000	1669800000
P07858;B4DMY4;F5H2P9	84626000	94874000	69548000	50759000	68465000	68161000
P07862	35070000	49535000	18134000	7532500	7639300	7138400
P07900;P07900-2;Q86U12	4661700000	4663300000	5588100000	7719500000	7.996e+09	8245500000
P07913	817530000	858270000	1033200000	244440000	263290000	276090000
P07954-2;P07954	426700000	589490000	513920000	935230000	726960000	933610000
P08047;G5E9M8	18061000	16156000	12288000	27555000	20988000	46835000
P08142	4311600	7278300	4592400	3822500	3474400	0
P08178	133360000	137700000	151050000	61932000	76121000	77223000
P08192	68912000	55233000	76791000	28634000	26968000	27406000
P08194	16729000	17121000	10464000	6090100	6428100	6837300
P08200;Q1PI72	9.858e+09	1.235e+10	1.1345e+10	4387600000	5245900000	5441600000
P08236-2;P08236;E9PCV0	7985300	6384900	11744000	7149900	8075800	6698900
P08237;P08237-2	239890000	271330000	271610000	378070000	391510000	434740000
P08238	2.5026e+10	2.509e+10	3.035e+10	3.755e+10	3.8279e+10	4.1312e+10
P08240;E9PJS4	343250000	409230000	330830000	651270000	585450000	521590000
P08244	63349000	73632000	72749000	22544000	19440000	26772000
P08312	700960000	572480000	657990000	275750000	256930000	260140000
P08331	127890000	127210000	149890000	44435000	45631000	45704000
P08373	16986000	17689000	28740000	7935100	9200600	10843000
P08390	174560000	125100000	144680000	79378000	138700000	85587000
P08395	146230000	132770000	130850000	112920000	117290000	98764000
P08506	1314500000	1220300000	1276800000	535280000	579330000	574640000
P08559;P08559-2;P08559-4;P08559-3	57339000	78664000	66054000	86560000	119620000	101450000
P08579	97459000	108650000	111540000	175410000	174730000	172740000
P08621;P08621-2;P08621-3;P08621-4	3342500000	3192200000	3317800000	4923500000	4303800000	4735600000
P08622	487340000	428920000	486860000	258020000	240900000	207210000
P08651-2;P08651-4;P08651-3;P08651;F8W9H9;P08651-5	291430000	262390000	300010000	621350000	484210000	429200000
P08670;B0YJC4;F5H288;B0YJC5	5612700000	5144800000	6161500000	8320100000	8642200000	8.523e+09
P0CW22;P08708;H0YN88;H0YK46	608350000	582350000	816480000	803930000	1057700000	897940000
P08758;D6RBL5;E7ENQ5;D6RBE9	2331600000	2265200000	2.411e+09	2971700000	3174200000	3015600000
P08839	9440700000	9240200000	1.0558e+10	4384900000	4752500000	4112700000
P08997	2.4844e+10	2.8792e+10	2.55e+10	1.1476e+10	1.3423e+10	1.2431e+10
P09012	1173200000	927430000	1.214e+09	1539400000	1401100000	1358300000
P09029	89257000	65158000	58954000	23468000	31290000	22843000
P09030	405160000	351460000	308960000	105440000	166080000	175970000
P09038-2;P09038-3;P09038-1;P09038	6746900	5041400	3897600	4401900	7027200	5774900
P09053	16266000	13836000	13756000	11747000	18067000	7067100
P09099	6433900	8690200	1923500	1617800	1848100	1558900
P09127	520170000	431680000	473580000	201430000	181370000	203580000
P09148	6646300000	5744300000	6.552e+09	2967900000	2843900000	3.196e+09
P09152	2843200000	2491200000	2733100000	1065500000	1202100000	1048900000
P09158	348660000	341810000	426360000	163350000	172600000	161080000
P09169	2.996e+09	2878700000	3170100000	1421800000	1337500000	1161600000
P09234;Q5TAL2	367600000	409960000	411710000	636910000	686360000	494700000
P09323	541410000	483140000	632040000	287240000	248970000	252940000
P09372	2016800000	2492900000	2346200000	861860000	998520000	990810000
P09373	5.6572e+10	5.252e+10	5.5168e+10	2.2357e+10	2.3904e+10	2.3027e+10
P09382	396510000	412970000	362520000	379730000	600410000	570400000
P09391	0	0	8635800	0	0	0
P09394	75352000	67719000	71345000	40907000	45281000	36754000
P09424	1809300000	1702600000	1825200000	959740000	890850000	871460000
Q5T7C4;Q5T7C6;P09429;Q5T7C0;B2RPK0	699750000	1160500000	600150000	1206900000	1142900000	1324200000
P09496-2;P09496-4;P09496-3;P09496;F5H6N3;F8WF69	89208000	96516000	105680000	205960000	201410000	178580000
P09497-2;P09497	6522600	1974600	0	1503400	5708000	2886600
Q6P452;P09525;B4DDF9	66283000	64957000	69631000	105010000	87543000	113530000
P09543-2;P09543;F8W7I0	8657900	10757000	9425100	33389000	25088000	14980000
P09546	113200000	116240000	110290000	53372000	50201000	41634000
P09551	3193800000	3296600000	3891400000	1.796e+09	1888900000	1924900000
P09601;B1AHA8	21600000	22445000	22460000	36582000	33147000	40219000
P09651-2;F8VXY0;F8VSB5;F8VRQ1;F8W6I7;F8W1S7;P09651;P09651-3;F8VZ49;Q32P51;F8VTQ5	8997900000	9712800000	8602400000	1.1147e+10	1.4353e+10	1.206e+10
P09661;H0YMA0;H0YLR3;H0YKK0	671360000	659120000	732160000	935820000	974570000	895650000
P09831	453360000	412890000	387670000	169040000	185890000	203640000
P09832	69858000	80575000	80040000	28566000	32030000	29527000
P09874	1.7825e+10	1.7752e+10	1.9928e+10	2.8728e+10	2.6667e+10	2.7172e+10
P09923	512380000	586270000	498490000	674070000	803870000	631150000
P09960;F8VV40;P09960-2;P09960-3	684040000	640440000	786990000	923110000	1062900000	1019800000
P09972;A8MVZ9;B7Z3K7;B7Z1N6	396110000	314970000	290260000	552520000	520950000	475970000
P0A698	664730000	806490000	692570000	290710000	273860000	229700000
P0A6A0	18856000	19987000	28283000	8091400	11220000	7661900
P0A6A3	3950100000	3803200000	4139300000	1973800000	2021500000	2066400000
P0A6A6	3667900	3914300	2676900	0	2721500	0
P0A6A8	4657100000	3451200000	4569600000	3029300000	2625100000	2939400000
P0A6B7	846490000	685310000	713920000	271380000	359920000	339400000
P0A6C1	7302000	19888000	7323300	7180900	6883300	0
P0A6D3	53440000	47624000	75499000	27397000	26065000	15878000
P0A6D7	93497000	122180000	82828000	60415000	67533000	49220000
P0A6E4	441220000	468010000	420390000	119290000	174970000	153110000
P0A6E6	416820000	524180000	1336800000	111450000	84281000	57918000
P0A6E9	55094000	63251000	57847000	18163000	28053000	15944000
P0A6F1	281890000	170040000	177930000	83224000	123740000	96203000
P0A6F3	966110000	1017600000	1106600000	406290000	473300000	444160000
P0A6F5	4.645e+10	4.5184e+10	4.7935e+10	2.2771e+10	2.2467e+10	2.322e+10
P0A6F9	4940500000	4116700000	5334100000	2672500000	2232600000	1989200000
P0A6G3	41323000	46093000	40454000	0	15303000	8887000
P0A6G7	1455500000	1931500000	2039500000	930580000	779640000	796140000
P0A6H1	279550000	244950000	213130000	82592000	95107000	102550000
P0A6H5	1810100000	1937500000	2086700000	943060000	841380000	904440000
P0A6H8	18538000	13290000	19366000	11657000	8783400	11873000
P0A6I0	323750000	340190000	333720000	129520000	142740000	97647000
P0A6I3	11534000	15807000	8804700	8545800	8068700	6689400
P0A6I6	29226000	45261000	54570000	9047600	9855800	8056500
P0A6I9	0	3318600	0	0	0	0
P0A6J3	31188000	25502000	33854000	7041500	8010900	5523700
P0A6J5	1567600000	1459800000	1784100000	600020000	504310000	529270000
P0A6J8	336370000	395260000	343900000	115390000	170280000	146210000
P0A6K1	42204000	37575000	49679000	19847000	9586200	16927000
P0A6K3	347680000	248250000	241490000	207610000	128950000	137410000
P0A6K6	6214900000	6033900000	6227900000	2908900000	2715200000	2701400000
P0A6L0	2342600000	2700100000	2869900000	1364200000	1296100000	1369600000
P0A6L2	743560000	535890000	791620000	315960000	341230000	351360000
P0A6L4	145340000	156210000	161410000	60939000	86656000	71998000
P0A6L9	0	8230700	0	0	0	0
P0A6M8	4.5203e+10	4.2973e+10	4.4093e+10	1.9275e+10	2.1627e+10	1.9278e+10
P0A6N4	1211800000	1313500000	1160300000	819920000	828580000	824080000
P0A6N8	120780000	121170000	143770000	31108000	33067000	29724000
P0A6P1	1.1536e+10	1.089e+10	1.3996e+10	5409300000	5.585e+09	5814100000
P0A6P5	490780000	490050000	566990000	184080000	203650000	185420000
P0A6P7	170140000	110210000	152580000	77008000	67235000	51151000
P0A6P9	4.0806e+10	3.889e+10	4.4558e+10	2.5459e+10	2.2042e+10	2.3473e+10
P0A6Q3	2.806e+09	2355400000	2645600000	965270000	1090400000	1148300000
P0A6Q6	1391400000	1451800000	1130200000	583540000	623330000	613970000
P0A6R0	993020000	1057600000	1043200000	473040000	519450000	447860000
P0A6S7	425200000	528380000	500110000	265850000	216150000	246990000
P0A6T1	1.0521e+10	1.1809e+10	1.2771e+10	4826900000	5041700000	4747300000
P0A6T5	30880000	37144000	41022000	12958000	14097000	11498000
P0A6U8	406350000	385360000	421070000	231330000	253120000	212430000
P0A6V1	291590000	249200000	315810000	129550000	117760000	113930000
P0A6V8	838370000	1051800000	778550000	356200000	236900000	322200000
P0A6W5	602390000	569060000	588350000	258370000	211200000	225050000
P0A6W9	200220000	185300000	265130000	68997000	73225000	70468000
P0A6X3	43953000	21924000	14312000	46682000	73757000	42625000
P0A6X7	3455900000	3561600000	2104800000	1070300000	1495200000	1241200000
P0A6Y1	598200000	391910000	674110000	142890000	178940000	173520000
P0A6Y5	945990000	831600000	783310000	496830000	412640000	328750000
P0A6Y8	5.9837e+10	6.1695e+10	5.9767e+10	3.2253e+10	3.3108e+10	3.2567e+10
P0A6Z1	29784000	23455000	7591600	7084700	7535600	4905100
P0A6Z3	4833700000	4628900000	5082200000	2.138e+09	2287600000	2223700000
P0A705;P0A705-3;P0A705-2	4866800000	4542300000	4.539e+09	2070600000	1904700000	2.07e+09
P0A707	2551300000	1939200000	2469100000	1498900000	1604400000	1343200000
P0A715	1218300000	1135200000	1.109e+09	603500000	621800000	523240000
P0A717	3542700000	3595900000	3427700000	1553600000	1653400000	1533100000
P0A720	2808400	6038400	2599300	2241700	2095600	1668100
P0A722	176890000	219580000	219840000	104080000	101760000	103330000
P0A725	98825000	100450000	103620000	45945000	58999000	49168000
P0A729	456710000	507640000	465290000	250260000	153040000	137980000
P0A731	93618000	77051000	89571000	129290000	56183000	57440000
P0A734	148810000	168080000	144230000	87694000	81826000	76745000
P0A742	330320000	452720000	313010000	379290000	185860000	100390000
P0A744	1.64e+08	279670000	355650000	142740000	148660000	134200000
P0A746	48082000	33010000	50488000	47344000	55041000	36391000
P0A749	53833000	67895000	59429000	12767000	22307000	13814000
P0A759	950060000	1.108e+09	1148600000	460630000	535330000	434310000
P0A761	28694000	37782000	24017000	8964900	19388000	8245900
P0A763	2098400000	1742600000	2151700000	623930000	859270000	852370000
P0A780	271990000	287630000	265400000	106100000	90966000	75149000
P0A784	1.77e+08	134190000	149280000	44034000	57508000	60980000
P0A786	1416400000	1713600000	1549400000	652250000	541410000	625990000
P0A794	114140000	66185000	210680000	45934000	35695000	40380000
P0A796	2210200000	2405900000	2746300000	1.153e+09	961850000	1027900000
P0A799	3.6981e+10	3.7814e+10	3.2879e+10	2.2932e+10	1.8513e+10	1.8474e+10
P0A7A7	636570000	578470000	697340000	238180000	264880000	244180000
P0A7A9	4928200000	5117500000	4630700000	3288300000	2381200000	1870900000
P0A7B1	1.95e+08	203730000	221390000	75413000	117820000	87961000
